type,sub_type,listPrice,sqft,stories,beds,baths,baths_full,baths_full_calc,garage,year_built
single_family,NA,434000.0,1812.0,1.0,3.0,2.0,2.0,2.0,1.0,1964.0
condos,condo,220000.0,760.0,1.0,1.0,1.0,1.0,1.0,0.0,1974.0
single_family,NA,699000.0,2401.0,2.0,4.0,3.0,3.0,3.0,2.0,2015.0
single_family,NA,900000.0,1907.0,2.0,5.0,2.0,2.0,2.0,2.0,1966.0
single_family,NA,579900.0,1965.0,1.0,3.0,2.0,2.0,2.0,3.0,1998.0
single_family,NA,549500.0,2096.0,1.0,3.0,2.0,2.0,2.0,2.0,1997.0
single_family,NA,3295000.0,6021.0,2.0,5.0,6.0,5.0,5.0,3.0,2007.0
condos,condo,315000.0,1035.0,1.0,3.0,2.0,2.0,2.0,0.0,2005.0
single_family,NA,800000.0,2885.0,2.0,5.0,3.0,3.0,3.0,3.0,1998.0
single_family,NA,385000.0,1367.0,1.0,3.0,2.0,2.0,2.0,2.0,1979.0
condos,condo,750000.0,1400.0,2.0,3.0,2.0,2.0,2.0,0.0,1988.0
single_family,NA,1480000.0,2492.0,2.0,4.0,3.0,2.0,2.0,2.0,1998.0
single_family,NA,1599000.0,2598.0,1.0,4.0,3.0,3.0,3.0,4.0,2000.0
single_family,NA,424000.0,1410.0,1.0,2.0,2.0,2.0,2.0,2.0,1967.0
single_family,NA,1549000.0,1740.0,1.0,3.0,2.0,1.0,2.0,0.0,1933.0
single_family,NA,699990.0,862.0,1.0,2.0,1.0,1.0,1.0,1.0,1941.0
single_family,NA,1499500.0,3147.0,2.0,5.0,3.0,3.0,3.0,3.0,1996.0
single_family,NA,785000.0,1463.0,1.0,3.0,2.0,2.0,2.0,2.0,1954.0
single_family,NA,1199000.0,2536.0,2.0,4.0,4.0,4.0,4.0,4.0,1977.0
townhomes,townhouse,289990.0,1404.0,2.0,2.0,3.0,2.0,2.0,0.0,1974.0
single_family,NA,2499000.0,4392.0,2.0,4.0,5.0,5.0,5.0,2.0,1905.0
townhomes,townhouse,1688888.0,1914.0,1.0,4.0,4.0,3.0,3.0,2.0,2016.0
single_family,NA,699000.0,1866.0,1.0,3.0,2.0,2.0,2.0,0.0,2005.0
single_family,NA,1150000.0,1434.0,1.0,3.0,2.0,2.0,2.0,2.0,1965.0
single_family,NA,849000.0,1817.0,1.0,2.0,1.0,1.0,1.0,0.0,1948.0
single_family,NA,1725000.0,2203.0,2.0,3.0,2.0,2.0,2.0,2.0,1960.0
single_family,NA,519900.0,1646.0,1.0,3.0,3.0,2.0,2.0,2.0,1985.0
single_family,NA,760000.0,1254.0,2.0,3.0,2.0,1.0,1.0,0.0,1964.0
single_family,NA,599000.0,1104.0,1.0,3.0,1.0,1.0,1.0,2.0,1955.0
single_family,NA,2099000.0,3221.0,2.0,5.0,4.0,3.0,3.0,3.0,1990.0
single_family,NA,769000.0,1799.0,2.0,4.0,3.0,3.0,3.0,2.0,2001.0
single_family,NA,989000.0,1924.0,1.0,3.0,2.0,2.0,2.0,2.0,1979.0
mobile,NA,224900.0,1088.0,1.0,4.0,2.0,2.0,2.0,1.0,1972.0
single_family,NA,3995000.0,3223.0,2.0,3.0,4.0,3.0,3.0,2.0,1931.0
land,NA,15000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
single_family,NA,570000.0,1724.0,1.0,3.0,2.0,2.0,2.0,2.0,1954.0
single_family,NA,4195000.0,2469.0,3.0,4.0,3.0,3.0,3.0,2.0,1969.0
single_family,NA,2295000.0,2327.0,2.0,4.0,3.0,3.0,3.0,0.0,1935.0
single_family,NA,409500.0,1508.0,1.0,4.0,2.0,2.0,2.0,2.0,1975.0
single_family,NA,835000.0,1651.0,1.0,3.0,2.0,2.0,2.0,2.0,1951.0
condos,condo,1240000.0,1686.0,5.0,3.0,3.0,3.0,3.0,2.0,2014.0
condos,condo,719000.0,1092.0,1.0,2.0,2.0,2.0,2.0,1.0,1983.0
single_family,NA,725000.0,2369.0,4.0,3.0,3.0,2.0,2.0,2.0,1995.0
single_family,NA,1998000.0,1678.0,1.0,4.0,3.0,2.0,2.0,2.0,1961.0
single_family,NA,2475000.0,3599.0,2.0,4.0,4.0,2.0,3.0,2.0,1944.0
single_family,NA,679000.0,2996.0,1.0,5.0,4.0,4.0,4.0,3.0,2006.0
single_family,NA,1975000.0,4049.0,2.0,5.0,4.0,3.0,3.0,5.0,2020.0
single_family,NA,895000.0,1837.0,1.0,3.0,2.0,2.0,2.0,2.0,1966.0
single_family,NA,915000.0,1970.0,1.0,5.0,3.0,3.0,3.0,2.0,1947.0
condos,condo,550000.0,817.0,2.0,1.0,1.0,1.0,1.0,1.0,1986.0
single_family,NA,1485000.0,1735.0,2.0,3.0,3.0,3.0,3.0,2.0,1987.0
single_family,NA,495000.0,1474.0,1.0,3.0,1.0,1.0,1.0,2.0,1945.0
mobile,NA,189000.0,1248.0,1.0,2.0,2.0,2.0,2.0,0.0,1978.0
single_family,NA,900000.0,1101.0,1.0,2.0,1.0,1.0,1.0,0.0,1920.0
single_family,NA,529999.0,1377.0,1.0,3.0,2.0,2.0,2.0,2.0,1987.0
single_family,NA,2895000.0,2667.0,1.0,5.0,4.0,4.0,4.0,0.0,1938.0
land,NA,199888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
single_family,NA,535000.0,1658.0,1.0,3.0,2.0,2.0,2.0,2.0,1976.0
single_family,NA,1699000.0,2426.0,2.0,4.0,2.0,2.0,2.0,3.0,1975.0
land,NA,65000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
condos,condo,465000.0,1375.0,2.0,3.0,3.0,2.0,2.0,2.0,2022.0
single_family,NA,999000.0,1772.0,1.0,3.0,2.0,2.0,2.0,2.0,1961.0
single_family,NA,815000.0,2188.0,2.0,3.0,3.0,2.0,2.0,2.0,2004.0
single_family,NA,1395000.0,2080.0,1.0,3.0,3.0,2.0,2.0,2.0,1959.0
single_family,NA,1735000.0,1787.0,1.0,3.0,2.0,2.0,2.0,2.0,1929.0
single_family,NA,875000.0,1370.0,1.0,3.0,3.0,2.0,2.0,0.0,1947.0
single_family,NA,640000.0,2522.0,1.0,4.0,2.0,2.0,2.0,3.0,2005.0
single_family,NA,1000000.0,3122.0,2.0,4.0,3.0,3.0,3.0,3.0,1987.0
single_family,NA,859000.0,1499.0,1.0,3.0,2.0,2.0,2.0,2.0,1956.0
condos,condo,450000.0,1068.0,2.0,2.0,2.0,2.0,2.0,1.0,1991.0
single_family,NA,1300000.0,1699.0,1.0,3.0,2.0,2.0,2.0,2.0,1958.0
single_family,NA,620000.0,2604.0,2.0,4.0,3.0,2.0,3.0,2.0,2021.0
land,NA,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
single_family,NA,379000.0,1427.0,1.0,3.0,1.0,1.0,1.0,1.0,1967.0
condos,condo,550000.0,1071.0,1.0,2.0,2.0,2.0,2.0,0.0,1984.0
single_family,NA,439900.0,1912.0,1.0,3.0,2.0,2.0,2.0,2.0,2008.0
single_family,NA,998000.0,1361.0,1.0,4.0,2.0,2.0,2.0,2.0,1955.0
land,NA,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
single_family,NA,605000.0,1622.0,1.0,3.0,3.0,2.0,2.0,2.0,1985.0
condos,condo,420000.0,1223.0,2.0,2.0,2.0,1.0,1.0,2.0,1975.0
single_family,NA,7998000.0,3954.0,1.0,5.0,6.0,5.0,5.0,3.0,1948.0
single_family,NA,1765000.0,2140.0,2.0,2.0,2.0,2.0,2.0,0.0,1927.0
townhomes,townhouse,795000.0,1679.0,2.0,3.0,3.0,3.0,3.0,2.0,1980.0
single_family,NA,796000.0,1679.0,1.0,2.0,2.0,2.0,2.0,2.0,2025.0
single_family,NA,1499000.0,1773.0,1.0,3.0,3.0,2.0,2.0,2.0,1940.0
condos,condo,1095000.0,1671.0,1.0,3.0,2.0,2.0,2.0,0.0,1963.0
single_family,NA,729000.0,2015.0,1.0,3.0,2.0,2.0,2.0,0.0,2023.0
single_family,NA,395000.0,1651.0,1.0,3.0,2.0,2.0,2.0,2.0,1989.0
single_family,NA,359000.0,1388.0,1.0,4.0,2.0,2.0,2.0,2.0,2021.0
single_family,NA,453000.0,1734.0,1.0,3.0,2.0,2.0,2.0,2.0,1987.0
single_family,NA,460000.0,768.0,1.0,2.0,1.0,1.0,1.0,2.0,1958.0
condos,condo,15995000.0,5600.0,1.0,3.0,5.0,4.0,4.0,0.0,2010.0
condos,condo,375000.0,1551.0,2.0,4.0,3.0,2.0,2.0,0.0,1972.0
townhomes,townhouse,319900.0,1428.0,2.0,2.0,3.0,2.0,2.0,2.0,1982.0
mobile,NA,89997.0,1440.0,1.0,2.0,2.0,2.0,2.0,0.0,1974.0
single_family,NA,1459000.0,2130.0,1.0,4.0,3.0,3.0,3.0,2.0,1954.0
single_family,NA,1099000.0,1266.0,1.0,2.0,2.0,2.0,2.0,2.0,1950.0
condos,condo,250000.0,490.0,1.0,0.0,1.0,1.0,1.0,0.0,1923.0
single_family,NA,719000.0,1272.0,1.0,2.0,1.0,1.0,1.0,0.0,1947.0
townhomes,townhouse,749000.0,1338.0,2.0,2.0,3.0,1.0,2.0,2.0,1979.0
single_family,NA,1360000.0,2468.0,1.0,5.0,2.0,2.0,2.0,2.0,1965.0
condos,condo,579900.0,822.0,1.0,2.0,1.0,1.0,1.0,1.0,2004.0
single_family,NA,1299000.0,1185.0,1.0,3.0,2.0,2.0,2.0,2.0,1958.0
single_family,NA,959000.0,1651.0,1.0,3.0,2.0,1.0,2.0,2.0,1952.0
condos,condo,549000.0,1523.0,2.0,3.0,3.0,2.0,2.0,2.0,1976.0
condos,condo,429888.0,879.0,2.0,1.0,1.0,1.0,1.0,1.0,1987.0
mobile,NA,261250.0,1504.0,1.0,2.0,2.0,2.0,2.0,2.0,1989.0
land,NA,4995000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
single_family,NA,715000.0,2136.0,1.0,3.0,2.0,2.0,2.0,2.0,2001.0
single_family,NA,1550000.0,2002.0,1.0,3.0,2.0,2.0,2.0,1.0,1957.0
single_family,NA,2699000.0,2269.0,2.0,3.0,3.0,1.0,3.0,2.0,1962.0
single_family,NA,919900.0,932.0,1.0,3.0,2.0,2.0,2.0,1.0,1923.0
single_family,NA,2680000.0,3020.0,2.0,4.0,3.0,3.0,3.0,2.0,1964.0
single_family,NA,1550000.0,3751.0,2.0,6.0,5.0,5.0,5.0,2.0,1954.0
single_family,NA,739000.0,1770.0,1.0,2.0,2.0,1.0,2.0,2.0,2023.0
single_family,NA,599000.0,3230.0,2.0,5.0,3.0,2.0,2.0,2.0,2006.0
single_family,NA,199900.0,1008.0,1.0,2.0,1.0,1.0,1.0,0.0,1957.0
single_family,NA,694999.0,1151.0,1.0,3.0,2.0,1.0,1.0,2.0,1964.0
single_family,NA,309900.0,1344.0,1.0,3.0,2.0,2.0,2.0,1.0,1962.0
single_family,NA,1310000.0,2365.0,2.0,4.0,3.0,3.0,3.0,2.0,2018.0
single_family,NA,1050000.0,1768.0,2.0,3.0,3.0,2.0,2.0,2.0,1965.0
single_family,NA,819000.0,2379.0,2.0,5.0,3.0,3.0,3.0,3.0,1998.0
single_family,NA,899900.0,1820.0,1.0,3.0,2.0,2.0,2.0,3.0,1989.0
condos,condo,399999.0,949.0,2.0,2.0,2.0,2.0,2.0,2.0,1984.0
single_family,NA,599900.0,1522.0,2.0,3.0,2.0,1.0,1.0,2.0,1972.0
single_family,NA,375000.0,2000.0,1.0,4.0,2.0,2.0,2.0,1.0,1920.0
land,NA,8500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
single_family,NA,1495000.0,2291.0,2.0,4.0,3.0,2.0,2.0,2.0,2003.0
single_family,NA,435000.0,1857.0,1.0,4.0,2.0,2.0,2.0,2.0,1991.0
townhomes,townhouse,1599900.0,1366.0,2.0,3.0,3.0,2.0,2.0,2.0,1971.0
townhomes,townhouse,585000.0,1149.0,2.0,3.0,3.0,3.0,3.0,2.0,1988.0
single_family,NA,409900.0,1013.0,1.0,3.0,1.0,1.0,1.0,1.0,1960.0
single_family,NA,1250000.0,1038.0,1.0,3.0,2.0,2.0,2.0,0.0,2024.0
single_family,NA,1399888.0,2547.0,1.0,4.0,3.0,2.0,2.0,3.0,1968.0
single_family,NA,539999.0,1068.0,1.0,3.0,1.0,1.0,1.0,1.0,1956.0
single_family,NA,520000.0,2590.0,2.0,5.0,3.0,3.0,3.0,3.0,1998.0
single_family,NA,590000.0,1130.0,1.0,3.0,1.0,1.0,1.0,0.0,1906.0
single_family,NA,395000.0,1196.0,1.0,3.0,2.0,2.0,2.0,2.0,1980.0
single_family,NA,8240000.0,2660.0,1.0,3.0,3.0,3.0,3.0,2.0,1983.0
single_family,NA,699900.0,784.0,1.0,2.0,1.0,1.0,1.0,2.0,1941.0
mobile,NA,140000.0,1040.0,1.0,3.0,2.0,2.0,2.0,0.0,1965.0
single_family,NA,4798000.0,4060.0,1.0,5.0,5.0,4.0,4.0,2.0,1961.0
single_family,NA,1100000.0,1901.0,1.0,3.0,3.0,3.0,3.0,1.0,1958.0
single_family,NA,699999.0,1071.0,1.0,3.0,2.0,2.0,2.0,2.0,1961.0
single_family,NA,449500.0,1615.0,1.0,3.0,2.0,2.0,2.0,2.0,2008.0
single_family,NA,949900.0,2300.0,2.0,5.0,3.0,3.0,3.0,2.0,2005.0
single_family,NA,2398000.0,1587.0,1.0,3.0,2.0,2.0,2.0,2.0,1955.0
single_family,NA,499900.0,1958.0,1.0,4.0,2.0,2.0,2.0,3.0,1972.0
single_family,NA,275000.0,1528.0,1.0,3.0,2.0,2.0,2.0,2.0,1967.0
single_family,NA,899000.0,2116.0,2.0,4.0,3.0,3.0,3.0,3.0,1999.0
single_family,NA,724900.0,1050.0,1.0,3.0,2.0,2.0,2.0,0.0,1955.0
single_family,NA,699999.0,1014.0,1.0,2.0,1.0,1.0,1.0,1.0,1950.0
single_family,NA,2388000.0,1500.0,2.0,3.0,3.0,2.0,2.0,2.0,1984.0
single_family,NA,2495000.0,4037.0,2.0,6.0,4.0,4.0,4.0,4.0,2001.0
land,NA,1400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
single_family,NA,2995000.0,1797.0,1.0,3.0,2.0,2.0,2.0,2.0,1950.0
single_family,NA,1095000.0,1354.0,1.0,2.0,2.0,2.0,2.0,1.0,1982.0
single_family,NA,980000.0,2694.0,1.0,4.0,3.0,2.0,2.0,2.0,1966.0
single_family,NA,6295000.0,3250.0,2.0,4.0,5.0,4.0,4.0,2.0,2015.0
single_family,NA,720000.0,1526.0,1.0,2.0,2.0,2.0,2.0,2.0,2022.0
single_family,NA,800000.0,1659.0,1.0,3.0,2.0,2.0,2.0,0.0,1951.0
single_family,NA,1488000.0,2410.0,3.0,4.0,4.0,3.0,3.0,2.0,2018.0
single_family,NA,850000.0,3545.0,2.0,4.0,3.0,3.0,3.0,3.0,2004.0
single_family,NA,2965000.0,3196.0,2.0,3.0,4.0,3.0,3.0,2.0,1999.0
single_family,NA,887000.0,1545.0,1.0,4.0,2.0,2.0,2.0,2.0,1965.0
single_family,NA,899000.0,2862.0,2.0,5.0,3.0,3.0,3.0,2.0,2016.0
single_family,NA,350000.0,1536.0,1.0,3.0,2.0,2.0,2.0,0.0,1957.0
single_family,NA,1495000.0,1851.0,1.0,5.0,3.0,3.0,3.0,0.0,1960.0
single_family,NA,1288888.0,1071.0,1.0,3.0,2.0,2.0,2.0,2.0,1975.0
single_family,NA,2400000.0,1898.0,1.0,2.0,2.0,2.0,2.0,2.0,1980.0
single_family,NA,699900.0,1941.0,1.0,4.0,2.0,2.0,2.0,2.0,1983.0
single_family,NA,2600000.0,2560.0,3.0,4.0,3.0,3.0,3.0,2.0,1988.0
single_family,NA,698000.0,1178.0,1.0,3.0,1.0,1.0,1.0,0.0,1947.0
single_family,NA,420000.0,1397.0,1.0,3.0,2.0,2.0,2.0,2.0,1990.0
single_family,NA,700000.0,1930.0,2.0,4.0,3.0,3.0,3.0,2.0,2018.0
single_family,NA,599950.0,2872.0,2.0,5.0,3.0,3.0,3.0,2.0,2025.0
single_family,NA,1030000.0,1589.0,1.0,3.0,2.0,2.0,2.0,2.0,1973.0
land,NA,6999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
single_family,NA,2799000.0,3246.0,1.0,5.0,4.0,4.0,4.0,4.0,2002.0
single_family,NA,529500.0,1850.0,1.0,3.0,2.0,2.0,2.0,0.0,2015.0
single_family,NA,2195000.0,3735.0,2.0,4.0,4.0,3.0,3.0,5.0,1994.0
townhomes,townhouse,1099000.0,1543.0,2.0,2.0,3.0,2.0,2.0,1.0,1993.0
single_family,NA,1549000.0,2402.0,2.0,3.0,2.0,2.0,2.0,0.0,1964.0
single_family,NA,799000.0,2189.0,2.0,4.0,3.0,3.0,3.0,0.0,2023.0
single_family,NA,2298000.0,3486.0,2.0,4.0,5.0,4.0,4.0,3.0,2006.0
single_family,NA,3600000.0,2027.0,1.0,4.0,3.0,3.0,3.0,2.0,1957.0
single_family,NA,1385000.0,2000.0,1.0,3.0,3.0,3.0,3.0,2.0,1979.0
single_family,NA,749000.0,2145.0,1.0,3.0,2.0,2.0,2.0,4.0,1978.0
single_family,NA,2690000.0,2753.0,1.0,5.0,3.0,3.0,3.0,2.0,1968.0
single_family,NA,1349999.0,2052.0,1.0,3.0,2.0,2.0,2.0,2.0,2023.0
single_family,NA,2495000.0,3953.0,1.0,3.0,4.0,3.0,3.0,5.0,2004.0
condos,condo,899000.0,1838.0,2.0,3.0,3.0,2.0,2.0,0.0,1979.0
condos,condo,1225000.0,1181.0,1.0,2.0,2.0,2.0,2.0,0.0,1975.0
single_family,NA,499000.0,789.0,1.0,2.0,1.0,1.0,1.0,0.0,1916.0
single_family,NA,1685000.0,2626.0,2.0,3.0,4.0,3.0,3.0,0.0,1925.0
condos,condo,519900.0,1010.0,2.0,2.0,2.0,2.0,2.0,2.0,1985.0
single_family,NA,437500.0,1432.0,1.0,2.0,2.0,1.0,2.0,2.0,2011.0
single_family,NA,725000.0,2241.0,1.0,4.0,2.0,2.0,2.0,3.0,2004.0
single_family,NA,1138000.0,3229.0,1.0,4.0,3.0,3.0,3.0,0.0,2015.0
single_family,NA,2449000.0,4141.0,2.0,6.0,5.0,5.0,5.0,1.0,1938.0
single_family,NA,3999999.0,4185.0,1.0,5.0,4.0,3.0,3.0,3.0,2009.0
single_family,NA,1350000.0,2705.0,2.0,4.0,3.0,2.0,2.0,0.0,1984.0
single_family,NA,550000.0,3182.0,2.0,5.0,4.0,3.0,3.0,0.0,1927.0
single_family,NA,675000.0,2885.0,1.0,3.0,3.0,2.0,2.0,0.0,2004.0
single_family,NA,2090000.0,3024.0,2.0,4.0,3.0,2.0,2.0,3.0,1988.0
townhomes,townhouse,699000.0,1195.0,2.0,2.0,2.0,2.0,2.0,2.0,1974.0
single_family,NA,549000.0,1890.0,1.0,3.0,2.0,2.0,2.0,0.0,1978.0
single_family,NA,499000.0,1506.0,1.0,4.0,2.0,2.0,2.0,2.0,1977.0
single_family,NA,319000.0,1492.0,1.0,2.0,2.0,2.0,2.0,2.0,2018.0
single_family,NA,1009000.0,2415.0,1.0,3.0,3.0,3.0,3.0,3.0,2002.0
single_family,NA,615000.0,2564.0,1.0,4.0,2.0,2.0,2.0,0.0,1999.0
single_family,NA,949000.0,2371.0,2.0,3.0,3.0,3.0,3.0,0.0,1988.0
single_family,NA,1397000.0,5238.0,2.0,4.0,5.0,1.0,4.0,3.0,1998.0
single_family,NA,1990000.0,3818.0,2.0,4.0,3.0,3.0,3.0,4.0,2020.0
single_family,NA,700000.0,1552.0,1.0,2.0,2.0,2.0,2.0,0.0,1989.0
single_family,NA,799950.0,2754.0,1.0,4.0,3.0,2.0,3.0,5.0,1997.0
single_family,NA,2700000.0,2307.0,3.0,3.0,3.0,2.0,2.0,0.0,1917.0
condos,condo,399888.0,907.0,1.0,2.0,2.0,2.0,2.0,1.0,1990.0
condos,condo,749000.0,1463.0,2.0,3.0,3.0,2.0,2.0,2.0,1974.0
single_family,NA,1095000.0,1295.0,1.0,2.0,2.0,2.0,2.0,0.0,1912.0
single_family,NA,669000.0,2088.0,1.0,3.0,4.0,3.0,3.0,3.0,2005.0
single_family,NA,1599000.0,2725.0,2.0,4.0,3.0,2.0,2.0,0.0,2009.0
single_family,NA,1450000.0,2900.0,1.0,5.0,4.0,3.0,3.0,8.0,1960.0
single_family,NA,700000.0,1300.0,1.0,4.0,2.0,2.0,2.0,0.0,1967.0
mobile,NA,543000.0,1656.0,1.0,3.0,2.0,2.0,2.0,0.0,2018.0
condos,condo,1200000.0,1510.0,1.0,2.0,3.0,2.0,2.0,2.0,2022.0
single_family,NA,650000.0,1992.0,2.0,3.0,3.0,3.0,3.0,2.0,1990.0
condos,condo,792000.0,2148.0,1.0,3.0,3.0,3.0,3.0,2.0,1988.0
single_family,NA,995000.0,3169.0,1.0,4.0,3.0,3.0,3.0,0.0,2000.0
single_family,NA,644950.0,1700.0,1.0,4.0,2.0,2.0,2.0,0.0,1976.0
single_family,NA,1275000.0,3848.0,2.0,3.0,4.0,3.0,3.0,2.0,2006.0
multi_family,NA,995000.0,3104.0,2.0,8.0,4.0,4.0,4.0,0.0,1963.0
single_family,NA,3288000.0,1792.0,1.0,3.0,2.0,2.0,2.0,2.0,1954.0
single_family,NA,2488000.0,1732.0,2.0,4.0,3.0,3.0,3.0,2.0,1954.0
single_family,NA,1598888.0,2132.0,2.0,5.0,3.0,2.0,2.0,2.0,1967.0
single_family,NA,1225000.0,2079.0,1.0,5.0,3.0,3.0,3.0,2.0,1956.0
single_family,NA,998000.0,988.0,1.0,3.0,1.0,1.0,1.0,2.0,1971.0
single_family,NA,1149999.0,2207.0,2.0,3.0,3.0,2.0,2.0,3.0,2003.0
single_family,NA,881950.0,3960.0,2.0,5.0,5.0,4.0,4.0,3.0,2025.0
single_family,NA,580000.0,1811.0,1.0,3.0,2.0,2.0,2.0,2.0,2005.0
single_family,NA,700000.0,1242.0,1.0,3.0,2.0,2.0,2.0,2.0,1972.0
single_family,NA,1050000.0,2650.0,2.0,4.0,3.0,3.0,3.0,0.0,1994.0
single_family,NA,1149000.0,2546.0,2.0,6.0,5.0,5.0,5.0,2.0,1990.0
single_family,NA,989000.0,1753.0,1.0,3.0,2.0,2.0,2.0,2.0,1964.0
single_family,NA,449900.0,1102.0,1.0,2.0,2.0,2.0,2.0,0.0,1981.0
single_family,NA,799000.0,1962.0,2.0,3.0,2.0,2.0,2.0,2.0,1954.0
single_family,NA,925000.0,2960.0,1.0,3.0,3.0,2.0,2.0,2.0,2001.0
single_family,NA,819000.0,2811.0,3.0,3.0,3.0,3.0,3.0,2.0,1989.0
single_family,NA,2995000.0,4603.0,2.0,5.0,5.0,5.0,5.0,3.0,1985.0
single_family,NA,780000.0,1365.0,2.0,2.0,1.0,1.0,1.0,2.0,1938.0
single_family,NA,935000.0,2075.0,2.0,3.0,3.0,3.0,3.0,2.0,2015.0
single_family,NA,1565000.0,1574.0,2.0,3.0,3.0,3.0,3.0,2.0,1950.0
single_family,NA,1350000.0,2387.0,2.0,4.0,3.0,2.0,2.0,2.0,1991.0
single_family,NA,1050000.0,2649.0,2.0,4.0,3.0,2.0,2.0,3.0,2019.0
single_family,NA,2999999.0,4243.0,1.0,4.0,5.0,1.0,4.0,2.0,2003.0
single_family,NA,3995000.0,4420.0,2.0,4.0,5.0,4.0,4.0,3.0,2025.0
single_family,NA,5488000.0,4392.0,1.0,5.0,5.0,4.0,4.0,2.0,1968.0
single_family,NA,1399000.0,1743.0,1.0,3.0,2.0,2.0,2.0,2.0,1969.0
single_family,NA,969000.0,2131.0,1.0,3.0,3.0,3.0,3.0,2.0,1973.0
single_family,NA,1395000.0,1615.0,1.0,3.0,2.0,2.0,2.0,0.0,1935.0
single_family,NA,1698000.0,2844.0,1.0,4.0,3.0,2.0,2.0,0.0,2019.0
single_family,NA,475000.0,2011.0,1.0,3.0,3.0,2.0,2.0,4.0,1971.0
single_family,NA,425000.0,900.0,1.0,3.0,2.0,2.0,2.0,2.0,1951.0
single_family,NA,585000.0,2570.0,2.0,4.0,3.0,3.0,3.0,2.0,2011.0
single_family,NA,1700000.0,3513.0,2.0,4.0,3.0,3.0,3.0,2.0,1979.0
single_family,NA,800000.0,3389.0,2.0,5.0,3.0,3.0,3.0,3.0,2002.0
single_family,NA,1998000.0,1751.0,1.0,3.0,3.0,2.0,2.0,2.0,1958.0
condos,condo,1050000.0,1461.0,1.0,2.0,2.0,2.0,2.0,2.0,1975.0
single_family,NA,325000.0,1624.0,1.0,3.0,2.0,1.0,1.0,3.0,1960.0
townhomes,townhouse,898000.0,1037.0,2.0,2.0,2.0,2.0,2.0,1.0,2000.0
single_family,NA,649999.0,2232.0,1.0,3.0,2.0,2.0,2.0,3.0,2022.0
single_family,NA,848900.0,1805.0,1.0,4.0,2.0,2.0,2.0,1.0,1955.0
single_family,NA,875000.0,1400.0,1.0,3.0,2.0,2.0,2.0,0.0,1973.0
single_family,NA,675000.0,1304.0,1.0,3.0,2.0,2.0,2.0,2.0,1975.0
single_family,NA,689900.0,2433.0,1.0,4.0,3.0,2.0,2.0,3.0,2006.0
single_family,NA,1698000.0,1788.0,1.0,4.0,2.0,2.0,2.0,2.0,1977.0
single_family,NA,1699000.0,2050.0,1.0,4.0,2.0,2.0,2.0,0.0,1971.0
single_family,NA,1649000.0,3528.0,2.0,4.0,4.0,3.0,3.0,3.0,2011.0
multi_family,NA,1295000.0,850.0,1.0,14.0,14.0,7.0,7.0,0.0,1963.0
condos,condo,649000.0,1253.0,1.0,2.0,2.0,2.0,2.0,1.0,1985.0
single_family,NA,599950.0,2639.0,2.0,5.0,3.0,3.0,3.0,0.0,2025.0
condos,condo,715000.0,1320.0,2.0,3.0,3.0,2.0,2.0,2.0,2007.0
single_family,NA,930000.0,1402.0,1.0,2.0,2.0,2.0,2.0,2.0,1965.0
single_family,NA,399000.0,1191.0,1.0,2.0,2.0,2.0,2.0,0.0,1955.0
single_family,NA,529900.0,1600.0,1.0,4.0,2.0,2.0,2.0,0.0,2025.0
single_family,NA,1050000.0,3355.0,1.0,4.0,3.0,2.0,3.0,3.0,2017.0
land,NA,82900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
condos,condo,595000.0,1015.0,1.0,2.0,2.0,1.0,1.0,1.0,1974.0
condo_townhome_rowhome_coop,townhouse,474000.0,736.0,2.0,1.0,1.0,1.0,1.0,0.0,1973.0
single_family,NA,749900.0,1344.0,2.0,3.0,3.0,2.0,2.0,2.0,2004.0
single_family,NA,1110000.0,2097.0,2.0,4.0,3.0,3.0,3.0,2.0,1982.0
mobile,NA,269900.0,1776.0,1.0,2.0,2.0,2.0,2.0,0.0,1977.0
condos,condo,219000.0,589.0,2.0,1.0,1.0,1.0,1.0,0.0,1981.0
single_family,NA,989000.0,1622.0,1.0,3.0,2.0,2.0,2.0,0.0,1962.0
single_family,NA,1099000.0,1929.0,3.0,4.0,4.0,3.0,3.0,2.0,2024.0
condos,condo,425000.0,960.0,2.0,2.0,2.0,1.0,1.0,2.0,1980.0
single_family,NA,1749000.0,1586.0,1.0,3.0,2.0,2.0,2.0,2.0,1950.0
single_family,NA,3688000.0,5177.0,2.0,6.0,6.0,5.0,5.0,4.0,2006.0
single_family,NA,635000.0,1089.0,1.0,3.0,1.0,1.0,1.0,2.0,1950.0
single_family,NA,2388000.0,2167.0,1.0,4.0,2.0,2.0,2.0,2.0,1975.0
single_family,NA,404000.0,1827.0,1.0,3.0,2.0,1.0,2.0,2.0,1973.0
